Geo Point;Geo Shape;codcen;dlibre;dgenerica_;despecific;regimen;direccion;codpos;municipio_;provincia_;telef;fax;mail
39.485933999073886, -0.3570739999999992;"{""coordinates"": [-0.357074, 39.485933999073886], ""type"": ""Point""}";46034651;CENTRE PRIVAT FP IBE;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;IBE;PRIVADO;CL. HERMANOS VILLALONGA, 38;46020;València;València;963698714;963698714;info@ibeformacion.es
39.483457999073885, -0.37704099999999946;"{""coordinates"": [-0.377041, 39.483457999073885], ""type"": ""Point""}";46034685;CENTRE PRIV. ED. INF. 1er CICLE AMICS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;AMICS;PRIVADO;CL. VISITACIÓN, 8;46009;València;València;963479753;0;escuelainfantilamics@gmail.com
39.45355899907408, -0.3701879999999995;"{""coordinates"": [-0.370188, 39.45355899907408], ""type"": ""Point""}";46034818;CENTRE ENSENYAMENTS ESPORTIUS MIFRA;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;MIFRA;PRIVADO;AV. DE LA PLATA, 10;46013;València;València;619915628;0;palejandre@hotmail.com
39.487529999073864, -0.3612940000000007;"{""coordinates"": [-0.361294, 39.487529999073864], ""type"": ""Point""}";46034843;CENTRE PRIVAT FP CENTRO DE ESTUDIOS JUSTE;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;CENTRO DE ESTUDIOS JUSTE;PRIVADO;CL. TORRETA DE MIRAMAR, 2-4;46020;València;València;963388974;0;info@cejuste.com
39.46475799907402, -0.384210000000001;"{""coordinates"": [-0.38421, 39.46475799907402], ""type"": ""Point""}";46034961;CENTRE PRIV. ED. INF. 1er CICLE PASITOS 2;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PASITOS 2;PRIVADO;CL. JESÚS, 59;46007;València;València;960059881;0;contacto@escuelapasitos.com
39.494304999073826, -0.39096300000000006;"{""coordinates"": [-0.390963, 39.494304999073826], ""type"": ""Point""}";46035197;CENTRE PRIV. ED. INF. 1er CICLE CASA CARIDAD AVENIDA ECUADOR;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;CASA CARIDAD AVENIDA ECUADOR;PRIVADO;AV. ECUADOR, 46;46025;València;València;961249127;963914360;ceibenicalap@casacaridad.com
39.490048999073856, -0.3572410000000016;"{""coordinates"": [-0.357241, 39.490048999073856], ""type"": ""Point""}";46035288;CENTRE ENSENYAMENTS ESPORTIUS FVCV;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;FVCV;PRIVADO;CL. POETA RICARD SANMARTIN, 3;46020;València;València;963530120;963534331;fvcv@fvcv.com
39.467076999073996, -0.3546940000000004;"{""coordinates"": [-0.354694, 39.467076999073996], ""type"": ""Point""}";46035690;CENTRE ENS. PROFESSIONALS DE MÚSICA EL PARQUE;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA;EL PARQUE;PRIVADO;AV. PUERTO, 51;46021;València;València;963690674;963625117;josemaltes@pcsantaana.com
39.466339999073995, -0.4065129999999991;"{""coordinates"": [-0.406513, 39.466339999073995], ""type"": ""Point""}";46035744;ESCOLA PRIVADA DE MÚSICA SANTA MARÍA;ESCOLA PRIVADA DE MÚSICA;SANTA MARÍA;PRIVADO;AV. TRES CRUCES, 10;46014;València;València;963792355;963837616;escuelamusica@santamariahcm.es
39.4969439990738, -0.37141599999999986;"{""coordinates"": [-0.371416, 39.4969439990738], ""type"": ""Point""}";46036062;CENTRE ESTRANGER IMAGINE MONTESSORI SCHOOL;CENTRE DOCENT PRIVAT ESTRANGER;IMAGINE MONTESSORI SCHOOL;PRIVADO;CL. MELIANA, 5;46019;València;València;961071925;0;admin@imaginemontessori.es
39.462340999074016, -0.3910169999999997;"{""coordinates"": [-0.391017, 39.462340999074016], ""type"": ""Point""}";46036131;CENTRE ENSENYAMENTS ESPORTIUS ANEFF;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;ANEFF;PRIVADO;CL. DIBUJANTE MANUEL GAGO, 10-12;46018;València;València;652493502;0;valencia@anefescuela.es
39.464307999074016, -0.40528499999999995;"{""coordinates"": [-0.405285, 39.464307999074016], ""type"": ""Point""}";46036190;C. ENS. PROF.DE MUS. MADRE FCA. PASCUAL DOMENECH-LA PURÍSIMA;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA;MADRE FRANCISCA PASCUAL DOMENECH-LA PURÍSIMA;PRIVADO;AV. TRES CRUCES, 49;46018;València;València;963792369;0;lapurisima@hfi.es
39.5005089990738, -0.41874100000000114;"{""coordinates"": [-0.418741, 39.5005089990738], ""type"": ""Point""}";46036293;ESCOLA PRIVADA DE MÚSICA SIOAM;ESCOLA PRIVADA DE MÚSICA;SIOAM;PRIVADO;CL. FELIPE VALLS, 30;46035;València;València;963407183;0;escuela@sioambenimamet.org
39.530142999073604, -0.3842750000000008;"{""coordinates"": [-0.384275, 39.530142999073604], ""type"": ""Point""}";46036301;ESCOLA PRIVADA DE MÚSICA BENIFARAIG;ESCOLA PRIVADA DE MÚSICA;BENIFARAIG;PRIVADO;CL. PALMA DE GANDIA, 73-BAIX;46016;València;València;637763194;0;ambenifaraig@fsmcv.org
39.46942599907398, -0.3534929999999994;"{""coordinates"": [-0.353493, 39.46942599907398], ""type"": ""Point""}";46036785;CENTRE PRIV. ED. INF. 1er CICLE LA PEQUETECA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA PEQUETECA;PRIVADO;PZ. SAN FELIPE NERI, 5;46021;València;València;649864499;0;lapequeteca@outlook.es
39.457913999074044, -0.36156200000000016;"{""coordinates"": [-0.361562, 39.457913999074044], ""type"": ""Point""}";46036840;CENTRE PRIV. ED. INF. 1er CICLE ESPAI NATURAL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ESPAI NATURAL;PRIVADO;CL. FRAY PEDRO PONCE DE LEÓN, 7;46006;València;València;642312200;0;escuelanaturaljorda@gmail.com
39.47814199907393, -0.40705199999999936;"{""coordinates"": [-0.407052, 39.47814199907393], ""type"": ""Point""}";46036918;CENTRE ESTRANGER VALENCIA MONTESSORI SCHOOL;CENTRE DOCENT PRIVAT ESTRANGER;VALENCIA MONTESSORI SCHOOL;PRIVADO;AV. PÍO BAROJA, 3;46015;València;València;960729708;0;hello@valenciamontessori.org
39.45945099907404, -0.3389979999999993;"{""coordinates"": [-0.338998, 39.45945099907404], ""type"": ""Point""}";46036955;ESCOLA PRIVADA DE MÚSICA SANTA CECILIA DEL GRAU;ESCOLA PRIVADA DE MÚSICA;SANTA CECILIA DEL GRAU;PRIVADO;CL. ISAAC PERAL, 23;46024;València;València;963362779;0;edmsantaceciliadelgrau@gmail.com
39.48093999907391, -0.35487599999999997;"{""coordinates"": [-0.354876, 39.48093999907391], ""type"": ""Point""}";46036992;CENTRE ENSENYAMENTS ESPORTIUS C.F. DE JUDO Y D.A.;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;CENTRO DE FORMACIÓN DE JUDO Y DISCIPLINAS ASOCIADAS;PRIVADO;CL. DANIEL BALACIART(POL.ESPORT.BENIMA;46020;València;València;963920630;0;adm@fvaljudo.es
39.45861799907405, -0.40538200000000024;"{""coordinates"": [-0.405382, 39.45861799907405], ""type"": ""Point""}";46037005;CENTRE PRIVAT FP MEDAC VALÈNCIA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;MEDAC VALÈNCIA;PRIVADO;CL. ARGENTERS, 4;46014;València;València;963219999;0;valencia@medac.es
39.48667399907386, -0.3945380000000012;"{""coordinates"": [-0.394538, 39.48667399907386], ""type"": ""Point""}";46037121;CENTRE PRIVAT FP DE LA PROFESIÓN DE PANADERÍA Y PASTELERÍA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;DE LA PROFESIÓN DE PANADERÍA Y PASTELERÍA;PRIVADO;AV. GENERAL AVILÉS, 32;46015;València;València;963918280;0;secretaria@fegreppa.com
39.43629299907419, -0.3964560000000006;"{""coordinates"": [-0.396456, 39.43629299907419], ""type"": ""Point""}";46037145;ESCOLA PRIVADA DE MÚSICA SEDAJAZZ;ESCOLA PRIVADA DE MÚSICA;SEDAJAZZ;PRIVADO;ED. ALQUERIA COCA, 5;46017;València;València;963765655;0;info@sedajazz.es
39.47612999907393, -0.3816880000000005;"{""coordinates"": [-0.381688, 39.47612999907393], ""type"": ""Point""}";46037236;CENTRE ESTRANGER LABA VALENCIA;CENTRE DOCENT PRIVAT ESTRANGER;LABA VALENCIA;PRIVADO;CL. QUART, 21;46001;València;València;963924919;0;contact@labavalencia.net
39.50261499907377, -0.41316999999999976;"{""coordinates"": [-0.41317, 39.50261499907377], ""type"": ""Point""}";46002301;CENTRE PRIVAT NATIVIDAD DE NUESTRA SEÑORA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;NATIVIDAD DE NUESTRA SEÑORA;CONCERTADO;CL. ESPARTERO, 2;46100;Burjassot;València;963635262;963634802;natividad@planalfa.es
39.5302359990736, -0.3807020000000016;"{""coordinates"": [-0.380702, 39.5302359990736], ""type"": ""Point""}";46009009;CEIP MANUEL GONZÁLEZ MARTÍ;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MANUEL GONZÁLEZ MARTÍ;PÚBLICO;CL. ALQUERIA GILET, S/N;46016;València;València;962566390;962566391;46009009@edu.gva.es
39.45169899907408, -0.37516600000000083;"{""coordinates"": [-0.375166, 39.45169899907408], ""type"": ""Point""}";46009368;CENTRE PRIVAT MARTÍ SOROLLA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA;MARTÍ SOROLLA;CONCERTADO;CL. INGENIERO JOAQUÍN BENLLOCH, 45;46026;València;València;963730103;963730150;ftortosa@gruposorolla.es
39.47401799907396, -0.3823219999999999;"{""coordinates"": [-0.382322, 39.47401799907396], ""type"": ""Point""}";46009371;CENTRE PRIVAT ESCUELAS PÍAS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ESCUELAS PÍAS;CONCERTADO;CL. CARNICEROS, 6;46001;València;València;963915800;963915876;colegio.sanjoaquin@escolapiosbetania.es
39.47543999907394, -0.3713410000000003;"{""coordinates"": [-0.371341, 39.47543999907394], ""type"": ""Point""}";46009526;CENTRE PRIVAT ESCOLANÍA NTRA.SRA.DESAMPARADOS;CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA;ESCOLANÍA NTRA.SRA.DESAMPARADOS;CONCERTADO;CL. GOBERNADOR VIEJO, 23;46003;València;València;963918434;0;valencia@escolania.org
39.466579999074014, -0.3677200000000009;"{""coordinates"": [-0.36772, 39.466579999074014], ""type"": ""Point""}";46009666;CENTRE PRIV. ED. INFANTIL LOS ÁNGELES;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;LOS ÁNGELES;CONCERTADO;CL. JOAQUIN COSTA, 10;46005;València;València;963325044;963325044;ceilosangeles@hotmail.com
39.457824999074056, -0.3686539999999997;"{""coordinates"": [-0.368654, 39.457824999074056], ""type"": ""Point""}";46009824;CENTRE PRIVAT SAN LUIS GONZAGA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA;SAN LUIS GONZAGA;CONCERTADO;CL. ZAPADORES, 30;46006;València;València;963333269;963333269;tslgdireccion@gmail.com
39.45221099907406, -0.38713699999999956;"{""coordinates"": [-0.387137, 39.45221099907406], ""type"": ""Point""}";46009964;CENTRE PRIVAT LUIS DE SANTÁNGEL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LUIS DE SANTÁNGEL;CONCERTADO;CL. CARRICOLA, 7;46017;València;València;963776464;963776464;luisdesantangel@gmail.com
39.45369999907407, -0.38828700000000127;"{""coordinates"": [-0.388287, 39.45369999907407], ""type"": ""Point""}";46010061;CENTRE PRIV. ED. INFANTIL CONCHA ESPINA I;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;CONCHA ESPINA I;CONCERTADO;CL. CARTERS, 22-24;46017;València;València;963571411;963579042;secretaria@conchaespina.com
39.465461999074, -0.3929600000000004;"{""coordinates"": [-0.39296, 39.465461999074], ""type"": ""Point""}";46010191;CENTRE PRIVAT ESCLAVAS DE MARÍA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;ESCLAVAS DE MARÍA;CONCERTADO;CL. AYORA, 24;46018;València;València;963851609;963856888;secretaria@colegioesclavasdemaria.org
39.47272399907397, -0.38703599999999944;"{""coordinates"": [-0.387036, 39.47272399907397], ""type"": ""Point""}";46010221;CENTRE PRIVAT JESÚS MARÍA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;JESÚS MARÍA;CONCERTADO;GV. FERNANDO EL CATÓLICO, 37;46008;València;València;963850900;963858930;jesusmariav@jesusmariav.net
39.47347999907397, -0.39274500000000045;"{""coordinates"": [-0.392745, 39.47347999907397], ""type"": ""Point""}";46010255;CENTRE PRIVAT SAN PEDRO PASCUAL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN PEDRO PASCUAL;CONCERTADO;CL. MAESTRO GUERRERO, 3;46008;València;València;963856808;963847394;dirgen@sanpedropascual.net
39.462340999074016, -0.3910169999999997;"{""coordinates"": [-0.391017, 39.462340999074016], ""type"": ""Point""}";46010772;CENTRE PRIVAT HERMES SOCIEDAD COOPERATIVA VALENCIANA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;HERMES SOCIEDAD COOPERATIVA VALENCIANA;CONCERTADO;CL. DIBUJANTE MANUEL GAGO, 10-12;46018;València;València;963801442;963801442;colegio@colegiohermes.com
39.48383899907388, -0.37735500000000105;"{""coordinates"": [-0.377355, 39.48383899907388], ""type"": ""Point""}";46010802;CENTRE PRIVAT SANTÍSIMA TRINIDAD;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SANTÍSIMA TRINIDAD;CONCERTADO;CL. VISITACIÓN, 13;46009;València;València;963477917;963407907;col.valencia@trinitarias.net
39.490214999073835, -0.35708799999999974;"{""coordinates"": [-0.357088, 39.490214999073835], ""type"": ""Point""}";46010930;CENTRE PRIVAT SAGRADA FAMILIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAGRADA FAMILIA;CONCERTADO;CL. POETA RICARD SANMARTÍ, 3;46020;València;València;963391550;963610500;direccion.sf@fundacionpjo.es
39.47679999907393, -0.3664179999999997;"{""coordinates"": [-0.366418, 39.47679999907393], ""type"": ""Point""}";46011077;CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS -ESCLAVAS-;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAGRADO CORAZÓN DE JESÚS -ESCLAVAS-;CONCERTADO;CL. MICER MASCÓ, 1;46010;València;València;963691100;963691104;scesclavas@scesclavas.com
39.47565699907393, -0.35518900000000003;"{""coordinates"": [-0.355189, 39.47565699907393], ""type"": ""Point""}";46011089;CENTRE PRIVAT GUADALAVIAR;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;GUADALAVIAR;CONCERTADO;AV. BLASCO IBÁÑEZ, 56;46021;València;València;963393600;963601173;info@colegioguadalaviar.es
39.48076699907391, -0.3714749999999998;"{""coordinates"": [-0.371475, 39.48076699907391], ""type"": ""Point""}";46011107;CENTRE PRIVAT PÍO XII;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;PÍO XII;CONCERTADO;CL. ALBORAIA, 9;46010;València;València;963607000;963607152;pioxiival@planalfa.es
39.48675399907387, -0.3559669999999994;"{""coordinates"": [-0.355967, 39.48675399907387], ""type"": ""Point""}";46011181;CEIP BENIMACLET;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;BENIMACLET;CONCERTADO;CL. ARQUITECTO ARNAU, S/N;46020;València;València;963618817;963891441;cmbenimaclet@valencia.es
39.46182299907402, -0.33409700000000025;"{""coordinates"": [-0.334097, 39.46182299907402], ""type"": ""Point""}";46011314;CENTRE PRIVAT LA PURÍSIMA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LA PURÍSIMA;CONCERTADO;CL. JOSÉ AGUIRRE, 30-33;46011;València;València;963670258;963670258;colegio@lapurisimagrao.com
39.47304699907396, -0.3332990000000005;"{""coordinates"": [-0.333299, 39.47304699907396], ""type"": ""Point""}";46011481;CENTRE PRIVAT CHINER VILLARROYA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;CHINER VILLARROYA;CONCERTADO;CL. FELIPE VIVES CAÑAMAS, 19;46011;València;València;963714463;963714463;Col.Chiner_Villarroya@telefonica.net
39.46409899907401, -0.3451380000000005;"{""coordinates"": [-0.345138, 39.46409899907401], ""type"": ""Point""}";46011511;CENTRE PRIVAT LA ANUNCIACIÓN;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;LA ANUNCIACIÓN;CONCERTADO;CL. CONSERVA, 2;46022;València;València;963304412;963309405;anunciacionv@planalfa.es
39.48130099907391, -0.32878499999999977;"{""coordinates"": [-0.328785, 39.48130099907391], ""type"": ""Point""}";46011533;CEIP MALVA-ROSA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MALVA-ROSA;PÚBLICO;CL. PICO DE TEIDE, 1-3;46011;València;València;962565200;962565201;46011533@edu.gva.es
39.45903399907406, -0.34142399999999995;"{""coordinates"": [-0.341424, 39.45903399907406], ""type"": ""Point""}";46011570;CEIP EL GRAU;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;EL GRAU;PÚBLICO;AV. BALEARES, 64;46023;València;València;962566000;962566001;46011570@edu.gva.es
39.47413399907394, -0.32981499999999975;"{""coordinates"": [-0.329815, 39.47413399907394], ""type"": ""Point""}";46011624;CENTRE PRIVAT SANTIAGO APÓSTOL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SANTIAGO APÓSTOL;CONCERTADO;CL. ESCALANTE, 329;46011;València;València;963710722;963710722;colegio@santiagoapostolcabanyal.es
39.46467899907401, -0.409772;"{""coordinates"": [-0.409772, 39.46467899907401], ""type"": ""Point""}";46011922;CENTRE PRIVAT JESÚS MARÍA-FUENSANTA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;JESÚS MARÍA-FUENSANTA;CONCERTADO;PZ. MURCIA, 10;46014;València;València;963793251;963140724;direccion@jesusmariafuensanta.es
39.48818599907386, -0.40242300000000125;"{""coordinates"": [-0.402423, 39.48818599907386], ""type"": ""Point""}";46012011;CENTRE PRIVAT SAGRADA FAMILIA;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAGRADA FAMILIA;CONCERTADO;CL. PADRE BARRANCO, 40;46015;València;València;963405410;963405411;secretaria@sfamiliav.hhdc.net
39.49094299907384, -0.39066400000000145;"{""coordinates"": [-0.390664, 39.49094299907384], ""type"": ""Point""}";46012070;CENTRE PRIVAT SAN ROQUE;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SAN ROQUE;CONCERTADO;CL. JOSÉ GROLLO, 20;46025;València;València;963491658;963491800;colegiosanroque@colegiosanroque.com
39.46112999907402, -0.36987699999999946;"{""coordinates"": [-0.369877, 39.46112999907402], ""type"": ""Point""}";46012197;CEIP JAIME BALMES;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JAIME BALMES;PÚBLICO;CL. MAESTRO AGUILAR, 15;46006;València;València;961205775;961205776;46012197@edu.gva.es
39.467280999074, -0.39990700000000096;"{""coordinates"": [-0.399907, 39.467280999074], ""type"": ""Point""}";46012321;CEIP SECTOR AÉREO;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SECTOR AÉREO;PÚBLICO;CL. SANTA CRUZ DE TENERIFE, 1;46018;València;València;962566770;962566771;46012321@edu.gva.es
39.48445999907388, -0.3804549999999986;"{""coordinates"": [-0.380455, 39.48445999907388], ""type"": ""Point""}";46012392;CEIP DOCTOR OLÓRIZ;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;DOCTOR OLÓRIZ;PÚBLICO;CL. DOCTOR OLÓRIZ, 28;46009;València;València;962565240;962565241;46012392@edu.gva.es
39.49537699907382, -0.3781099999999997;"{""coordinates"": [-0.37811, 39.49537699907382], ""type"": ""Point""}";46012446;CEIP TORREFIEL;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;TORREFIEL;PÚBLICO;CL. ERUDITO PAGES, 1;46019;València;València;962566360;962566361;46012446@edu.gva.es
39.49472299907382, -0.36691700000000044;"{""coordinates"": [-0.366917, 39.49472299907382], ""type"": ""Point""}";46012458;CEIP MIGUEL HERNÁNDEZ;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MIGUEL HERNÁNDEZ;PÚBLICO;CL. ESTEBAN DOLZ DEL CASTELLAR, S/N;46019;València;València;961205500;961205501;46012458@edu.gva.es
39.472584999073966, -0.36212400000000183;"{""coordinates"": [-0.362124, 39.472584999073966], ""type"": ""Point""}";46012525;CEP PRIMER MARQUÉS DEL TURIA;COL·LEGI D'EDUCACIÓ PRIMÀRIA;PRIMER MARQUÉS DEL TURIA;PÚBLICO;PZ. DE GALICIA, 7;46010;València;València;962566300;962566301;46012525@edu.gva.es
39.45016399907409, -0.33248900000000214;"{""coordinates"": [-0.332489, 39.45016399907409], ""type"": ""Point""}";46012537;CEIP AUSIÀS MARCH;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;AUSIÀS MARCH;PÚBLICO;CL. PARQUE DE NAZARET, 3;46024;València;València;962566200;962566201;46012537@edu.gva.es
39.479360999073926, -0.3281549999999988;"{""coordinates"": [-0.328155, 39.479360999073926], ""type"": ""Point""}";46012586;CEIP BALLESTER FANDOS;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;BALLESTER FANDOS;PÚBLICO;AV. MALVARROSA, 57;46011;València;València;962566210;962566211;46012586@edu.gva.es
39.47813099907393, -0.37305200000000094;"{""coordinates"": [-0.373052, 39.47813099907393], ""type"": ""Point""}";46012896;CENTRE PRIVAT FP ESCUELA PROFESIONAL XAVIER;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;ESCUELA PROFESIONAL XAVIER;CONCERTADO;CL. PINTOR LÓPEZ, 8;46003;València;València;963918200;963915064;secretaria@epx.fjaverianas.com
39.46527199907402, -0.39948800000000123;"{""coordinates"": [-0.399488, 39.46527199907402], ""type"": ""Point""}";46012987;IES CID CAMPEADOR;INSTITUT D'EDUCACIÓ SECUNDÀRIA;CID CAMPEADOR;PÚBLICO;CL. GUILLEM DESPUIG, 8;46018;València;València;961206185;961206186;46012987@edu.gva.es
39.440535999074164, -0.39036499999999996;"{""coordinates"": [-0.390365, 39.440535999074164], ""type"": ""Point""}";46012999;IES JOANOT MARTORELL;INSTITUT D'EDUCACIÓ SECUNDÀRIA;JOANOT MARTORELL;PÚBLICO;CL. CIUDAD DEL APRENDIZ, 2;46017;València;València;961206050;961206051;46012999@edu.gva.es
39.46960299907397, -0.344921;"{""coordinates"": [-0.344921, 39.46960299907397], ""type"": ""Point""}";46013013;CENTRE PRIV. ED. INFANTIL CIUDAD JARDÍN;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;CIUDAD JARDÍN;PRIVADO;CL. JOSÉ DE ORGA, 4;46022;València;València;963725768;963559192;info@eiciudadjardin.com
39.45355899907408, -0.3701879999999995;"{""coordinates"": [-0.370188, 39.45355899907408], ""type"": ""Point""}";46013116;CENTRE PRIVAT SALESIANOS-SAN JUAN BOSCO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA;SALESIANOS-SAN JUAN BOSCO;CONCERTADO;AV. DE LA PLATA, 10;46013;València;València;963343705;963739630;valencia.sanjuanbosco@salesianos.edu
39.45276499907408, -0.358213;"{""coordinates"": [-0.358213, 39.45276499907408], ""type"": ""Point""}";46013219;CONSERVATORI SUPERIOR DE MÚSICA JOAQUÍN RODRIGO;CONSERVATORI SUPERIOR DE MÚSICA;JOAQUÍN RODRIGO;PÚBLICO;CL. CINEASTA RICARDO MUÑOZ SUAY, S/N;46013;València;València;961206970;961206971;46013219@iseacv.gva.es
39.48289499907389, -0.3814639999999998;"{""coordinates"": [-0.381464, 39.48289499907389], ""type"": ""Point""}";46013220;ESCOLA OFICIAL D'IDIOMES VALÈNCIA-SAÏDIA;ESCOLA OFICIAL D'IDIOMES;VALÈNCIA-SAÏDIA;PÚBLICO;CL. LLANO DE ZAIDÍA, 19;46009;València;València;961206835;961206836;46013220@edu.gva.es
39.455107999074066, -0.36170900000000006;"{""coordinates"": [-0.361709, 39.455107999074066], ""type"": ""Point""}";46013438;CEIP MAGISTERIO ESPAÑOL;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MAGISTERIO ESPAÑOL;PÚBLICO;CL. AMADO GRANELL MESADO, 61;46013;València;València;962566060;962566061;46013438@edu.gva.es
39.450567999074096, -0.39048000000000027;"{""coordinates"": [-0.39048, 39.450567999074096], ""type"": ""Point""}";46013451;CEIP JOSÉ SOTO MICÓ;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JOSÉ SOTO MICÓ;PÚBLICO;CL. BEETHOVEN, S/N;46017;València;València;961205480;961205481;46013451@edu.gva.es
39.479706999073926, -0.3255670000000004;"{""coordinates"": [-0.325567, 39.479706999073926], ""type"": ""Point""}";46013487;CEIP VICENTE BLASCO IBÁÑEZ;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VICENTE BLASCO IBÁÑEZ;PÚBLICO;CL. ISABEL DE VILLENA, 6;46011;València;València;962566370;962566371;46013487@edu.gva.es
39.48357399907389, -0.36776300000000084;"{""coordinates"": [-0.367763, 39.48357399907389], ""type"": ""Point""}";46013505;CEIP VIVERS;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;VIVERS;PÚBLICO;CL. JACA, S/N;46010;València;València;962566790;962566791;46013505@edu.gva.es
39.44449899907414, -0.36514400000000036;"{""coordinates"": [-0.365144, 39.44449899907414], ""type"": ""Point""}";46013517;CEIP LA FONTETA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA FONTETA;PÚBLICO;CL. CURA PALANCA, S/N;46013;València;València;962566670;962566671;46013517@edu.gva.es
39.47617899907395, -0.36122900000000097;"{""coordinates"": [-0.361229, 39.47617899907395], ""type"": ""Point""}";46013645;CENTRE PRIVAT AULA 3;CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA;AULA 3;PRIVADO;CL. ARTES GRÁFICAS, 24-26;46010;València;València;963698175;963601015;info@colegioaula3.es
